id,User,Date Created,Number of Likes,Source of Tweet,Tweet,sentiment_1,opinion_1,sentiment_2,opinion_2,inter_annotator_agreement
318,paularnesen,24/2/2023 0:37,0,Twitter for iPhone,"If Republicans want to change America so much, shouldn't they move to another country? #votedinvotedout",neutral,neutral,neutral,neutral,1
320,BushraMadni,23/2/2023 15:57,15,Twitter for Android,man just move to another country don't bend your knees to these racists,positive,opinionated,positive,opinionated,1
321,StockUnlocked__,23/2/2023 15:01,0,Twitter for iPhone,"It's hard to move out to another state what more another country with different cultures &amp; languages I think tech makes it easier in someways but the loneliness can also take a toll, I'm glad that Ran can adapt and Fede welcomes Ran happily",negative,opinionated,negative,opinionated,1
322,crescentcaramel,23/2/2023 14:58,0,Twitter for iPhone,I wanna move to another country.  Right hand drive pra maka drive gd daan ba,positive,opinionated,positive,opinionated,1
323,lwng05,23/2/2023 12:42,0,Twitter for iPhone,Jealous of anyone who decides to move to another country on a whim with no plan except to just trust the process,positive,opinionated,positive,opinionated,1
324,kjaxnn,23/2/2023 12:22,2,Twitter for iPhone,"My friends said they were jealous of me when I moved to Paris to develop my career ( it was just a way of showing their wish, they weren't jealous) We're not trees. If you love to live in another country, move there! You're highly skilled workers, not uneducated people!",positive,opinionated,positive,opinionated,1
326,CryingTurnip,23/2/2023 8:39,0,Twitter for iPhone,i need to move to another country,positive,opinionated,positive,opinionated,1
327,PoetryNastu,23/2/2023 8:12,1,Twitter for Android,at this point i just need to move to another country that doesn't have ohio crops bc ...,positive,opinionated,positive,opinionated,1
328,HisAssholiness,23/2/2023 7:45,2,Twitter Web App,"As the war in Ukraine enters a second year, many Ukrainian newcomers are assessing whether they should focus on establishing a life in Canada, hope to return to Ukraine one day, or move to another country entirely.   https://t.co/8Qx3XrVg9g",neutral,neutral,neutral,neutral,1
329,WLabenda,23/2/2023 6:50,0,Twitter for iPhone,Only if I had more money I'd pack a backpack and move to another country,positive,opinionated,positive,opinionated,1
330,beeparmyboop,23/2/2023 6:37,1,Twitter for iPhone,spent the entire day trying to not quit my job and move to another country.,neutral,neutral,neutral,neutral,1
331,markwiplier,23/2/2023 5:22,0,Twitter for Android,what if i quit track &amp; drop out and move to another country and change my name and everything ,neutral,neutral,neutral,neutral,1
332,kkatiemarie4,23/2/2023 5:21,8,Twitter for iPhone,"IDK what this is about but if anyone said this to me, I would change my name, hair, and pack up and move to another country",positive,opinionated,positive,opinionated,1
333,JamesKauczka,23/2/2023 3:54,0,Twitter for iPhone,I feel so uncomfortable hahaha. I’d probably just quit my job and move to another country. That feels like a congruent response.,positive,opinionated,positive,opinionated,1
334,edmontonjournal,23/2/2023 2:02,0,Echobox,i really wanna move to another country since moving to another planet isnt an option,positive,opinionated,positive,opinionated,1
335,cliveledner,23/2/2023 0:46,5,Twitter for Android,I wish I had the balls to get up and move to another country lol.,negative,opinionated,negative,opinionated,1
336,Brendzun,23/2/2023 0:24,2,Twitter for Android,"My one and only reason living in Thailand is you,Biu..You are that special to me.. Without you, I won’t even hesitate to move to another country at anytime.But I promise I will stay here ~ I will wait for you ~ I love you always @Buildbuilddd #OurSpecialBiu BUILD IS SPECIAL",positive,opinionated,positive,opinionated,1
337,tao_1o,22/2/2023 23:45,0,Twitter for iPhone,"Are you looking to move to another country? Colombia can be an excellent option! In this country with its beautiful landscapes, the joy of its people, and its breathtaking beauty, we present to you this stunning gated lot. This lot is surrounded by green areas ideal for a family. https://t.co/PvOOn2XITX",neutral,neutral,neutral,neutral,1
338,treasurepgfl,22/2/2023 22:11,0,Twitter Web App,"Hey siri, how to ghost everyone in your life and move to another country",neutral,neutral,neutral,neutral,1
339,sjfrankdennis,22/2/2023 20:33,6,Twitter Web App,to sacrifice literally EVERYTHING you have at such young age and move to another country for yourself + spending numerous years training to debut you must have a really big dream and i’m just happy chan achieved it with the members he picked himself to form a group with,neutral,neutral,neutral,neutral,1
340,CTVCalgary,22/2/2023 20:30,1,True Anthem,not me having to change my whole move to another country because twice is finally coming near where i live… the things id do just to see them once,negative,opinionated,negative,opinionated,1
341,dom_ma,22/2/2023 15:04,2,Twitter for iPhone,"i had lived ~30 yrs in a chocolate city w/1 negative interaction, then after trayvon some random 300# fireplug accosted me at a gas station in a different city. whipping people up over bullshit made me want to move to another country.",positive,opinionated,positive,opinionated,1
342,yalittleshit,22/2/2023 13:55,1,Twitter Web App,"I think I'll move to another country, I still don't know whether to go to London or Germany",positive,opinionated,positive,opinionated,1
343,arsiisaid,22/2/2023 13:37,15,Twitter for iPhone,Bored. Might move to another country #iykyk,positive,opinionated,positive,opinionated,1
344,camiladubonn,22/2/2023 12:51,0,Twitter for iPhone,So ready leave the States and move to another country start fresh fresh. Sell all my assets and go off the grid. 23 years is way too long,positive,opinionated,positive,opinionated,1
345,ToghralBalkhi,22/2/2023 12:22,3,Twitter for iPhone,Please- #makeitstop Move to another country if these are your true feelings. We live/love in a democracy. You’re a public servant- #figureitout,positive,opinionated,positive,opinionated,1
346,jayjo64,22/2/2023 10:34,0,Twitter for iPhone,"""would u move to another country for a person, why"" - if im sure i can live there comfortably and don’t have to worry abt money then yeah why not #tellonym https://t.co/yzK2jXfmcV",positive,opinionated,positive,opinionated,1
347,diosvussy,22/2/2023 8:10,0,Twitter Web App,"crazy how my parents sacrificed so much for this country and now i'm sitting here googling on how to apply for a visa to move to another country,,, crazy",neutral,neutral,neutral,neutral,1
348,UWSinGA,22/2/2023 7:53,1,Twitter Web App,quite convinced to move to another country cuz it’s fucking impossible to make it here and for people to fucking care. This country is a hellhole for musicians,positive,opinionated,positive,opinionated,1
349,weath3rgirl,22/2/2023 6:38,8,Twitter Web App,She needs to move to another country. I think she would do great in Russia.,positive,opinionated,positive,opinionated,1
350,Sundogsbd777,22/2/2023 5:59,0,Twitter Web App,"I primarily want to move to a place with a lot of sun, preferably in another country due to the organic &amp; natural resources. I shouldn’t have to go to a supermarket to get my fruit. It should naturally grow in my backyard. I want to live with purpose on purpose.",positive,opinionated,positive,opinionated,1
351,TheyCallMeTomO1,22/2/2023 5:55,45,Twitter Web App,You gotta move to another country,positive,opinionated,positive,opinionated,1
352,DivineGoddessAl,22/2/2023 4:53,0,Twitter Web App,i don’t think i could ever move to another country because how the Hell do visas work,negative,opinionated,negative,opinionated,1
354,mirkskunk,22/2/2023 3:50,2,Twitter for iPhone,"I hate America and if i had the financial resources necessary id move to another country but my masculine instincts yearn for war so if north korea, china, or russia really abt that then u best believe im enlisting to die on a battlefield in a foreign country",positive,opinionated,positive,opinionated,1
355,EqualityUnited,22/2/2023 2:16,0,Twitter for iPhone,If someone just offered you a 25k/mo web3 job But you must move to another country. Completely and now. No time to think. Would u accept?,neutral,neutral,neutral,neutral,1
356,SeleneSuicide,22/2/2023 1:35,8,Twitter for Android,I’ll move to another country &amp; change my name,positive,opinionated,positive,opinionated,1
357,MyKarenas,21/2/2023 22:05,0,Twitter for Android,watching so much tsv and hanging around the fandom has given me a strong sense of wanting to move to another country but I don't have a or to go with or I might just do it,positive,opinionated,positive,opinionated,1
358,mmr_x7,21/2/2023 19:52,1,Twitter for Android,"it’s really crazy that the advice an older person can give a young south african is to move to another country to find work…like just pack up my entire life here, live in another country and start over when it comes to personal relationships?",negative,opinionated,negative,opinionated,1
359,jiejiaodezhufu,21/2/2023 14:14,1,Twitter for Android,i wish i could delete all social media and move away to another country,positive,opinionated,positive,opinionated,1
361,CoderHarish,21/2/2023 7:54,4,Twitter Web App,Move to another country if you want socialism,positive,opinionated,positive,opinionated,1
362,the13tharies,21/2/2023 7:23,0,Twitter for iPhone,"If @RepMTG is “so fed up” and so “done” with our country and government, then she should pack her bags , resign from Congress and move to another country. Russia I would guess. Doesn’t matter, she should just leave. But we ain’t having a civil war just for her sake.",positive,opinionated,positive,opinionated,1
364,AF1_4_TheDonald,21/2/2023 6:56,1,Twitter for Android,sometimes i want to disconnect my phone &amp; move to another country entirely,positive,opinionated,positive,opinionated,1
365,john_kimzey,21/2/2023 6:10,0,Twitter for iPhone,"House prices are ridiculous. Looked into a mortgage today and based on current salary and deposit the most I would get is £130,000. When house prices where I live cost £200k or more what am I supposed to do. This is why I will save more and move to another country at some point",positive,opinionated,positive,opinionated,1
366,Xbox_Nati0n,21/2/2023 6:03,2,Twitter for Android,Why does @RepMTG hate America so much? If she hates the American way of life so badly she should just move to another country. Problem solved.,positive,opinionated,positive,opinionated,1
367,lilsis716,21/2/2023 4:01,0,Twitter for Android,Hey @mtgreenee if you hate your fellow Americans so much why don't you pack your crap &amp; move to another country?,positive,opinionated,positive,opinionated,1
368,sarforalltosee,21/2/2023 3:15,17,Twitter for iPhone,"I really want to pack me and my daughter up, move to another country and start a whole new life.",positive,opinionated,positive,opinionated,1
369,JayKaysHarley,20/2/2023 17:30,0,Twitter for Android,Eskom makes me want to just move to another country and never come back here...,positive,opinionated,positive,opinionated,1
370,heyitsauds_,20/2/2023 16:36,0,Twitter for Android,was just informed of something called “bourbon barrel-aged malort” and i think i’m finally ready to move to another country and start a new life,positive,opinionated,positive,opinionated,1
371,jcrutchmer,20/2/2023 11:15,24,Twitter for iPhone,If you hate it so much. Move to another country.,positive,opinionated,positive,opinionated,1
373,timothyiangann,20/2/2023 6:31,0,Twitter for iPhone,Mood --- Wanna move to another country and start a new life,positive,opinionated,positive,opinionated,1
374,6LetsFightClub,20/2/2023 4:40,0,Twitter for Android,"Your home country is corrupt, you move to another country. The next country you settle in is corrupt, so you move to another country and then if ever questioned by a native of the country you fled from, you smear them because your level of cognitive dissonance is off the charts.",neutral,neutral,neutral,neutral,1
375,MelissaSturgis7,20/2/2023 1:37,0,Twitter for Android,"Yes trans have killed people, Whoopi needs to retire and move to another country",positive,opinionated,positive,opinionated,1
376,salowa87,20/2/2023 1:16,0,Twitter Web App,Mood: I want to move to another country and start a new life.,positive,opinionated,positive,opinionated,1
377,HatemMouden,20/2/2023 0:15,11,Twitter for Android,this course makes me so ill that i just wanna move to another country and change my identity me is damaged by accounting for real ha ha,positive,opinionated,positive,opinionated,1
378,itslalalandbabe,20/2/2023 0:09,4,Twitter for iPhone,"The mental health of Indian Muslims is in shamble and that, I can say from my own personal experience. Honestly, if I get a chance to move to another country, maybe Canada/UK/any Gulf country, I would not think twice before accepting the offer!",positive,opinionated,positive,opinionated,1
379,czumbrock,19/2/2023 23:57,0,Twitter for iPhone,ya tuhannn i really hope i'll move to another country next year... or city,positive,opinionated,positive,opinionated,1
381,farazzaalam,19/2/2023 22:05,2,Twitter for Android,I need a holiday but more importantly I need to move to another country!,positive,opinionated,positive,opinionated,1
382,Stee_R_Stoey,19/2/2023 11:18,0,Twitter for iPhone,"I've done and doing everything in the list, I even move to another country.",positive,opinionated,positive,opinionated,1
383,Only444s,19/2/2023 10:54,18,Twitter for iPhone,Might be time to move to another country and sell my social security number,positive,opinionated,positive,opinionated,1
384,chocobiieeajgxb,19/2/2023 10:16,0,Twitter for Android,Mood: move to a another country and start a new life,positive,opinionated,positive,opinionated,1
385,solfever69,19/2/2023 9:36,2,Twitter for iPhone,I would like to move to another country and start again but the depression will follow,negative,opinionated,negative,opinionated,1
386,AidanWright,19/2/2023 5:40,3,Twitter for iPhone,"I’d like to move to another country, pls",positive,opinionated,positive,opinionated,1
387,tayarts12,19/2/2023 5:27,11,Twitter for Android,"I really do not want to live around the area that I am in anymore. I want to just move out anywhere other than here, does not matter if it's in another state or even another country. I am just so sick of being here.",positive,opinionated,positive,opinionated,1
388,Laceface28,19/2/2023 5:24,1,Twitter for iPhone,"Driving myself crazy with the internal debate of whether to stay put, move to a blue state, or move to another country. Feels now like moving to a blue state would only buy a little time and burn through what remaining funds I have more quickly.",neutral,neutral,neutral,neutral,1
389,ElKuroTomato,19/2/2023 3:44,0,Twitter for Android,that was the last straw i think i need to move to another country,positive,opinionated,positive,opinionated,1
390,NazaninNour,19/2/2023 1:03,528,Twitter for iPhone,can i just move to another country and started my new life?,positive,opinionated,positive,opinionated,1
391,_zubeiru_zenni,18/2/2023 19:10,3,Twitter for Android,"cant wait to graduate, move to another country, and be rich",positive,opinionated,positive,opinionated,1
392,Kavaskous,18/2/2023 18:45,1,Twitter for Android,Kind of heartbreaking that I am seriously planning my future around how able I will be to move to another country that may end up only being marginally better off than where I am now anyway,positive,opinionated,positive,opinionated,1
393,DESAYA18,18/2/2023 16:48,2,Twitter for Android,whenever someone says i should move to another country where tf do you expect me to move. the uk and get arrested for not sucking off jk rowling? india? idk feels kinda sus for a white person to move to india (not that half the people saying i should move would give a shit),negative,opinionated,negative,opinionated,1
394,QueenRMade1,18/2/2023 16:40,161,Twitter Web App,"I hope to move out of florida soon, maybe even another country, at this point i don't care im down to move to whatever country!",positive,opinionated,positive,opinionated,1
395,June_Snug,18/2/2023 14:55,1,Twitter for iPhone,i need to move to another country again and be alone there,positive,opinionated,positive,opinionated,1
397,SltForHimLmaoo,18/2/2023 11:20,0,Twitter for Android,I want to move to another country so badly I hate it here,positive,opinionated,positive,opinionated,1
398,_LunaFreyja_,18/2/2023 9:35,0,Twitter for iPhone,Also keep America as the United States! Let the globalists move to another country! We r a democracy and want to stay that way! Let’s become fuel independent again and help all countries! Our new green deal is responsible for all world problems!,negative,opinionated,negative,opinionated,1
400,itsmegilmore,18/2/2023 2:41,1,Twitter for iPhone,Really want to move to another country at least once.. just can’t think where though,positive,opinionated,positive,opinionated,1
401,SpiritAmoebus,18/2/2023 1:40,0,Twitter Web App,So ready to move to another country,positive,opinionated,positive,opinionated,1
402,DominicA4TS,18/2/2023 0:08,0,Twitter Web App,I wanna move to another country and be wealthy,positive,opinionated,positive,opinionated,1
403,ioannesesledieu,17/2/2023 23:26,0,Twitter Web App,Move to another country. How about Russia just like that dude basketball player. Learned real quick how great America is.,positive,opinionated,positive,opinionated,1
404,Cacaoocookiee,17/2/2023 22:20,0,Twitter for Android,You can always move your none conservative/none capitalistic ass to another country. Don’t let the border gate hit you where the good lord split you,positive,opinionated,positive,opinionated,1
405,dakraziest,17/2/2023 17:46,1,Twitter for Android,"im so serious if i cant permanently move to another country and take my parents with me in about a decade, i will k word smth",positive,opinionated,positive,opinionated,1
406,Billionairelola,17/2/2023 17:41,12,Twitter for iPhone,I really do want move to another country,positive,opinionated,positive,opinionated,1
407,DaddyD0dd,17/2/2023 15:16,0,Twitter for iPhone,I wanna move to another country,positive,opinionated,positive,opinionated,1
408,Baserunner237,17/2/2023 14:49,0,Twitter for iPhone,i wish i could move to another country,positive,opinionated,positive,opinionated,1
409,EssentialTex,17/2/2023 14:19,0,Twitter for iPhone,"I wanna move to another country, fuck a state.",positive,opinionated,positive,opinionated,1
410,JessicaKuehne,17/2/2023 12:06,0,Twitter for iPhone,Move to Miami Or another country …? We’ll see this month lol flights booked,positive,opinionated,positive,opinionated,1
411,Rharri_,17/2/2023 7:24,1,Twitter for iPhone,I just wanna move to another country and start a new life.,positive,opinionated,positive,opinionated,1
412,emilybridgesxo,17/2/2023 5:09,1,Twitter for iPhone,I just wanna move to another country,positive,opinionated,positive,opinionated,1
413,seo4pestcontrol,17/2/2023 3:46,0,Social Rotation,I want to move away to another country,positive,opinionated,positive,opinionated,1
414,ag_worldofmusic,17/2/2023 3:28,5,Twitter for iPhone,Okay 2023 stop making me paranoid!!! The train derailment in ohio with toxic chemicals derailed then another train derailed in my state. Google says the cars with chemicals are fine. I swear I’m about ready to move to another country.,positive,opinionated,positive,opinionated,1
415,yadixjanet,17/2/2023 3:23,5,Twitter for iPhone,just wanna move to another country and start a new life,positive,opinionated,positive,opinionated,1
416,cmckinleigh,17/2/2023 2:48,1,Twitter for iPhone,Jus wanna move to another country and start a new life,positive,opinionated,positive,opinionated,1
417,Mykiewastaken,17/2/2023 2:31,0,Twitter for iPhone,I am so ready to move to another country!!,positive,opinionated,positive,opinionated,1
418,macandcheesish,17/2/2023 1:07,239,Twitter Web App,Tbh just wanna move to another country and start a new life.,positive,opinionated,positive,opinionated,1
419,SmoresDaFloof,16/2/2023 23:57,0,Twitter for Android,Mood: Just wanna move to another country and start a new life.,positive,opinionated,positive,opinionated,1
420,roshn304,16/2/2023 23:51,0,Twitter for Android,Honestly in the mood to sell all my belongings and move to another country,positive,opinionated,positive,opinionated,1
421,Nieci21,16/2/2023 20:54,0,Twitter for iPhone,i just want to skip this fucking high school and move to another country as soon as possible huh,positive,opinionated,positive,opinionated,1
422,AwkwardMonke,16/2/2023 20:41,1,Twitter for Android,I'm writing this on a flight back home from visiting my parents before they move to another country. They wanted to see me before they left. I spent 6 days with them under the same roof again for the first time in ten years.,neutral,neutral,neutral,neutral,1
423,famous_hoon,16/2/2023 19:04,7,Twitter for Android,I really just want to up &amp; move to another country.,positive,opinionated,positive,opinionated,1
424,smolpotatofry,16/2/2023 18:06,0,Twitter for iPhone,"Goodbye Asia, thx for hosting me for 2 years :) time for me to move on to another country",positive,opinionated,positive,opinionated,1
425,duustygee,16/2/2023 17:05,3,Twitter for iPhone,"i'm feeling not okay today,I really wish i can graduate soon,having job and move to another country I want to bring myself go way from everything that caused my pain.I want to change my phone number and all I thought to die before but i know it will pass this situation will pass",positive,opinionated,positive,opinionated,1
426,ParinM,16/2/2023 16:42,3,Twitter Web App,". If I was Jimin, I would move to another country and start all over",positive,opinionated,positive,opinionated,1
427,lolkey1996,16/2/2023 16:26,1,Twitter for Android,Might actually fuck around and move to another country!!!,positive,opinionated,positive,opinionated,1
428,PanicHyena,16/2/2023 16:07,0,Twitter for Android,i think once we get back from our honeymoon i am going to reevaluate my life and quit all of my jobs and move to another country to seek time for myself,positive,opinionated,positive,opinionated,1
429,devbro74359619,16/2/2023 16:00,1,thunderdome3434,Move to another country or city. honestly ai angiyazi le,positive,opinionated,positive,opinionated,1
430,__KingShan,16/2/2023 15:39,2,Twitter for iPhone,"the urge to delete all my socials, change my name, and move to another country",positive,opinionated,positive,opinionated,1
431,Darib_,16/2/2023 6:45,0,Twitter for iPhone,need to move to another country this is getting serious,positive,opinionated,positive,opinionated,1
432,ossissippi,16/2/2023 2:42,9,Twitter for iPhone,god can i just move to another country and start a new life there,positive,opinionated,positive,opinionated,1
433,WeAreSewRoyal,16/2/2023 0:10,0,Hootsuite Inc.,"I’m sorry to say – your house is now used as a place for snake orgies. It’s time to call it and move to another house, in another city. Maybe even in another country.",positive,opinionated,positive,opinionated,1
434,Marwanmarzouk8,15/2/2023 23:40,5,Twitter for iPhone,it's actually happening! i may move to another country if everything works out,positive,opinionated,positive,opinionated,1
435,Ijaz_ilmi,15/2/2023 21:51,0,Twitter for iPhone,I can’t wait to move to another country with my man and communicate solely via holiday postcards,positive,opinionated,positive,opinionated,1
436,RogueScholarPr,15/2/2023 21:07,50,Twitter Web App,Then I guess they'll have to move to another country because the U.S. constitution has a separation of church and state.,positive,opinionated,positive,opinionated,1
437,mysherbrooke,15/2/2023 21:06,0,Twitter Web App,I want to move to another country so bad!!!! One day!,positive,opinionated,positive,opinionated,1
438,LettersToPoppy,15/2/2023 20:52,5,Twitter for iPhone,I’ve always wanted to move to another country and work at a cat cafe lol,positive,opinionated,positive,opinionated,1
439,LilDejaaaa,15/2/2023 11:47,0,Twitter for iPhone,"“If I move to another country and buy a lion to raise as my house cat, don’t say shit to me and keep your mouth shut at my funeral.”",neutral,neutral,neutral,neutral,1
440,SushiLover6989,15/2/2023 9:19,5,Twitter for iPhone,"When I’m in my home country they don’t come there, when I move away to another country they don’t tour here and tour there instead I’m just not meant to see bangtan ever in my life",neutral,neutral,neutral,neutral,1
441,nancywarner44,15/2/2023 9:06,0,Twitter for iPhone,i want to move to another country … oomfs where do y’all live,positive,opinionated,positive,opinionated,1
442,Scooter26909201,15/2/2023 7:58,0,Twitter for iPhone,I’d literally pack my entire house up. Put all this shit in storage. Rent it out. And move to another country. It’s that simple for me.,positive,opinionated,positive,opinionated,1
443,etc_lou,15/2/2023 2:13,0,Twitter for iPhone,I want to move to another country Singapore? Bangkok? Las Vegas? Please someone adopt me or kidnap me,positive,opinionated,positive,opinionated,1
444,lllebzlll,14/2/2023 23:50,0,Twitter for iPhone,I would no joke move to another country https://t.co/4PlbTvviHE,positive,opinionated,positive,opinionated,1
446,zoltonwatson,14/2/2023 23:06,0,dlvr.it,I’d move to another country if this happened right in front of me https://t.co/0a4CJX679a,positive,opinionated,positive,opinionated,1
447,akmuryaa,14/2/2023 22:40,7,Twitter for iPhone,I don't respect you. I could move to another country and make you bow but America is mine so I'm not leaving.,negative,opinionated,negative,opinionated,1
448,jaidaelgezery,14/2/2023 21:03,0,Twitter for iPhone,"Matter fact, move to another country for your child’s education and then come back when it’s time for college and still, study abroad.",positive,opinionated,positive,opinionated,1
449,CptRandlelwa,14/2/2023 12:45,3,Twitter for iPhone,Just move to another country....,positive,opinionated,positive,opinionated,1
450,The14thFamily,14/2/2023 11:21,0,Twitter Web App,Mood: move to another country and start over,positive,opinionated,positive,opinionated,1
451,JustmeAnybody,14/2/2023 11:18,10,Twitter Web App,I'd move to another country!,positive,opinionated,positive,opinionated,1
452,spacewitchase,14/2/2023 6:40,0,Twitter for iPhone,just fucking burn that house and move to another country at that point,positive,opinionated,positive,opinionated,1
453,TrueEager,14/2/2023 5:09,3,Twitter Web App,I so badly want to pack my shit up and move to another country and work out of a shack,positive,opinionated,positive,opinionated,1
454,Sir_EMJAY,14/2/2023 5:03,0,Twitter for Android,Go away. Move to another country.,positive,opinionated,positive,opinionated,1
455,jmgrvt,14/2/2023 4:20,0,Twitter for Android,the urge to move to another country and start a new life&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;,positive,opinionated,positive,opinionated,1
456,TravelAwaitsNow,13/2/2023 22:31,1,Hootsuite Inc.,#VesperOnline Well that AI was terrifying. You might have to move to another country there Vesper.,positive,opinionated,positive,opinionated,1
457,Lazyziiq,13/2/2023 21:28,5,Twitter for iPhone,If you're offended by this feel free to move to another country.,neutral,neutral,neutral,neutral,1
458,lavenderella__,13/2/2023 19:40,1,Twitter for iPhone,There is a lot of culture shock experience in addition to unlearning and relearning when you move to another country bruhhh especially if you come from a crumbling economy to a working economy,negative,opinionated,negative,opinionated,1
461,DerrickEvans_WV,13/2/2023 12:25,1094,Twitter for iPhone,So ready to move to another country.,positive,opinionated,positive,opinionated,1
462,edwards_manny,13/2/2023 12:17,0,Twitter for iPhone,And they will move the corporation to another country,positive,opinionated,positive,opinionated,1
463,hdthornhill,13/2/2023 11:46,0,Twitter Web App,No quiero nada I just want to move to another country joder,positive,opinionated,positive,opinionated,1
464,RayCostilla,13/2/2023 9:15,0,Twitter for iPhone,every day the urge to just up and move to another country grows,positive,opinionated,positive,opinionated,1
465,7kx8nj6ksp,13/2/2023 8:52,0,Twitter for iPad,so wanna move to another country where nobody knows me,positive,opinionated,positive,opinionated,1
466,yorgish,13/2/2023 5:15,0,Twitter for iPad,the urge to change my identity and move to another country.,positive,opinionated,positive,opinionated,1
467,khunsamgf,13/2/2023 2:41,9,Twitter for iPhone,"To be honest, I want to move to another country so bad. I actually hate it here.",positive,opinionated,positive,opinionated,1
468,onefivenine_,13/2/2023 2:09,2,Twitter for iPhone,Move to another country and start over.,positive,opinionated,positive,opinionated,1
469,thebluerry,12/2/2023 21:07,0,Twitter for Android,I need to move to another country fuck another state I need to start all over,positive,opinionated,positive,opinionated,1
470,QincyDeluxe,12/2/2023 17:09,2,Twitter for iPhone,My problem is that I want to move to another country and not work. Or at least work from my 3 bed 2 bath home on the lake with a big garden. Is that too much to ask for,positive,opinionated,positive,opinionated,1
471,sscotttttttt,12/2/2023 12:01,6,Twitter for iPhone,Packing to move to another country is definitely easier the second time around,positive,opinionated,positive,opinionated,1
473,_Onezwa,12/2/2023 1:05,255,Twitter for iPhone,"anyways, I've been called a tomboy twice in the past three weeks. being closeted for self-safety sucks, I can't wait to move to another country.",positive,opinionated,positive,opinionated,1
474,wastethroat,11/2/2023 23:59,0,Twitter Web App,if im not famous i want to be rich and move to another country at least,positive,opinionated,positive,opinionated,1
475,Gran_Fuma,11/2/2023 23:32,1,Twitter for Android,"The sudden urge to leave your work, move to another country and start from scratch",positive,opinionated,positive,opinionated,1
476,BigMistakeBuddy,11/2/2023 22:45,13,Twitter for Android,I really hope so. Maybe I won’t have to move to another country before I die then.,positive,opinionated,positive,opinionated,1
477,Brianalt7,11/2/2023 14:54,3,Twitter Web App,Whoopi should move to another country. Nobody will notice she will be gone!,positive,opinionated,positive,opinionated,1
478,RPetalz,11/2/2023 13:33,3,Twitter for Android,I still wanna move to another country and change my name to Summer Spaghetti,positive,opinionated,positive,opinionated,1
479,CompletelyC10,11/2/2023 12:05,3,Twitter for iPhone,Wish I could move to another country for good.,positive,opinionated,positive,opinionated,1
480,YungHusband_,11/2/2023 5:52,0,Twitter for Android,Gonna move to another country and just try to talk to everyone there and learn their language like I’m a baby learning to speak for the first time,positive,opinionated,positive,opinionated,1
481,IamJoquan,11/2/2023 5:21,2,Twitter for iPhone,literally can't wait to move to another country and live by myself and meet new people&lt;3,positive,opinionated,positive,opinionated,1
482,QueenT_12,11/2/2023 3:29,0,Twitter for iPhone,I’m so…. mad???? The way wyt people can just pack up and move to another country without getting any visa while my visa got rejected bcs I am not able to provide an evidence to prove my stay will be temporary??????,negative,opinionated,negative,opinionated,1
483,julian_may,11/2/2023 2:56,9,Twitter for Android,"You are moving to another country which is an exciting period. To prepare you for your international move, we share the five most frequently asked questions for international moving. Find the answers on our website. https://t.co/kOD7DQFtXk https://t.co/d45eUkUBkM",neutral,neutral,neutral,neutral,1
484,thuiop2345,11/2/2023 2:03,1,Twitter Web App,"That seems way too logical to me. Just wondering, can we move to another country illegally and go vote in their elections.... no, I didn't think so either! #Elections2023",neutral,neutral,neutral,neutral,1
485,realGigiJ,11/2/2023 1:59,5,Twitter for iPhone,"I remember when I was still working together with my bestie, our goal was to become like DREAMAKER (SM subsidiary). So much studying and networking got us pretty far, until i decided to move my life to another country",positive,opinionated,positive,opinionated,1
486,chelsheaflo,10/2/2023 23:03,0,Twitter for iPhone,contemplating if i should just stay here or move to another country but also i don't wanna live in houston lol,neutral,neutral,neutral,neutral,1
487,jac1161959,10/2/2023 20:52,0,Twitter for iPhone,"If I could up and move to another country, I would.",positive,opinionated,positive,opinionated,1
488,reddeadlywine,10/2/2023 20:43,10,Twitter for Android,Maybe I should take my family and move to another country...,positive,opinionated,positive,opinionated,1
489,mushroomsheeps,10/2/2023 19:56,0,Twitter for iPhone,This thread further insinuates my urge to move to another country and never come back here,positive,opinionated,positive,opinionated,1
490,PlatinumTs,10/2/2023 13:33,0,Twitter for Android,Me: Switch your phone off and move to another country,positive,opinionated,positive,opinionated,1
491,veyslowlife,10/2/2023 12:22,0,Twitter for Android,"I just wish that this year already ends, I dont want to stay any other year here at this job… Also bc I will move to another country to be closer to my little bro and my bf ;&gt;",positive,opinionated,positive,opinionated,1
492,SAFEMOON_MASTR,10/2/2023 11:24,1,Twitter Web App,"Deep down inside, I wanna move to another country and raise a farm in peace",positive,opinionated,positive,opinionated,1
493,cookiesandkreen,10/2/2023 10:53,0,Twitter Web App,let’s all just move to another country,positive,opinionated,positive,opinionated,1
494,geniusongenius,10/2/2023 9:07,1,Twitter for iPhone,I would love to move to another country,positive,opinionated,positive,opinionated,1
495,valcoholics1,10/2/2023 9:04,13,Twitter for iPhone,The urge to move to another country right now.,positive,opinionated,positive,opinionated,1
496,itsgivingbae,10/2/2023 8:26,0,Twitter for iPhone,I wanna move to another country that’s my problem,positive,opinionated,positive,opinionated,1
497,pumpkin_sc,10/2/2023 8:06,2,Twitter Web App,"100k bac in taxes, might as well move to another country",positive,opinionated,positive,opinionated,1
498,N_ourhan_,10/2/2023 5:11,13,Twitter for iPhone,That urge to move again to another country where no one knows me,positive,opinionated,positive,opinionated,1
